X_Value	PIT-A-0101	PIT-A-0301	PIT-M-0101	PIT-O-0301	PIT-W-0301	PDT-M-0101-40kPa	PDT-M-0101B-10kPa	PDT-M-0101C-3kPa	PIT-A-AUX	Model Pressure Drop	TIT-A-0101	TIT-A-0301	TIT-M-0101	TIT-O-0301	TIT-W-0301	LV-O-0X01	LV-W-0X01	LV-M-0X01	Densitometro	FT-A-0301	FT-A-0302	FT-A-0303	FT-A-0303 1	FT-O-0301	FT-O-0302	FT-O-0303	FT-W-0301	FT-W-0302	J Ar	J Agua	Comment	J Ar corrigido	Alpha	rho_g	dP_F/dz PDT-M-0101-40kPa	dP_F/dz dP_dz_total_PDT-M-0101-40kPa	dP_F/dz dP_dz_gravitacional	dP_F/dz PDT-M-0101C-3kPa	dP_F/dz dP_dz_total_PDT-M-0101C-3kPa
848.200000	7.811657	7.842813	0.346420	0.162109	0.624661	-41.510365	2767.451322	-67.684097	8.999591	20.720395	30.197906	28.748830	31.070442	29.225218	30.339088	-2.905732	1.482499	0.841605	192006.799841	-0.183804	0.003104	0.596391	0.532152	2.041616	-0.124393	-0.124388	0.000000	1.571417	0.479868	0.201565	nan	0.447837	0.463947	1.542392	-24.417862	156.751306	0.000000	-39.814175	83.815898
848.400000	7.811982	7.842901	0.347988	0.162343	0.623530	-70.700350	2767.279674	-67.748371	9.002063	20.736940	30.195710	28.749107	31.058294	29.227453	30.341013	-2.905842	1.481652	0.842114	192095.186527	-0.187096	0.003221	0.563140	0.531959	2.041311	-0.124388	-0.124385	0.000000	1.572134	0.479121	0.201657	nan	0.447140	0.464843	1.544251	-41.588441	156.751306	0.000000	-39.851983	83.815898
848.600000	7.812182	7.843065	0.351726	0.162422	0.617275	-114.444661	2767.203987	-66.682038	9.004279	20.766176	30.194134	28.751233	31.046306	29.228665	30.342544	-2.905938	1.481957	0.842328	192245.571292	-0.189567	0.003408	0.522023	0.531643	2.041941	-0.124389	-0.124384	0.000000	1.573400	0.477498	0.201819	nan	0.445625	0.466366	1.548596	-67.320389	156.751306	0.000000	-39.224728	83.815898
848.800000	7.811793	7.843191	0.356364	0.161929	0.617420	-160.444728	2767.138777	-65.530197	9.006773	20.775183	30.190562	28.752400	31.036508	29.226315	30.345742	-2.905864	1.482714	0.842377	192324.025028	-0.187983	0.003349	0.525899	0.531764	2.042821	-0.124394	-0.124386	0.000000	1.573790	0.475963	0.201869	nan	0.444192	0.467161	1.553961	-94.379252	156.751306	0.000000	-38.547175	83.815898
849.000000	7.811647	7.843118	0.359928	0.161498	0.618691	-198.848037	2766.942989	-65.244891	9.009414	20.764577	30.185688	28.750799	31.026881	29.221133	30.350528	-2.905600	1.482624	0.842353	192261.081206	-0.185480	0.003109	0.541902	0.532068	2.042572	-0.124395	-0.124385	0.000000	1.573331	0.474970	0.201810	nan	0.443266	0.466523	1.558095	-116.969434	156.751306	0.000000	-38.379348	83.815898
849.200000	7.812233	7.842738	0.363737	0.161120	0.617806	-225.261136	2766.682306	-65.253194	9.011836	20.763342	30.181977	28.747639	31.020521	29.216418	30.354595	-2.905442	1.482429	0.842752	192148.208582	-0.186534	0.003218	0.551008	0.531992	2.041437	-0.124392	-0.124382	0.000000	1.573278	0.473550	0.201804	nan	0.441941	0.465380	1.562494	-132.506551	156.751306	0.000000	-38.384232	83.815898
849.400000	7.812660	7.842197	0.368557	0.160741	0.625643	-250.239194	2766.443695	-64.414672	9.014261	20.780679	30.182741	28.745128	31.011238	29.215821	30.356569	-2.905564	1.483181	0.843532	192073.030739	-0.189783	0.003499	0.511872	0.531725	2.040646	-0.124392	-0.124382	0.000000	1.574028	0.471606	0.201900	nan	0.440126	0.464619	1.568066	-147.199526	156.751306	0.000000	-37.890984	83.815898
849.600000	7.812204	7.841632	0.372176	0.160501	0.634151	-277.064211	2766.427267	-62.922108	9.016565	20.814936	30.190113	28.745024	30.996635	29.220707	30.353727	-2.905854	1.483384	0.843715	192029.474693	-0.189479	0.003429	0.476418	0.531675	2.040794	-0.124390	-0.124382	0.000000	1.575510	0.470265	0.202090	nan	0.438875	0.464177	1.572290	-162.978948	156.751306	0.000000	-37.013005	83.815898
849.800000	7.811532	7.841467	0.374680	0.160631	0.638524	-294.320344	2766.550556	-61.244510	9.018806	20.856898	30.199028	28.748222	30.983891	29.226552	30.345353	-2.905995	1.483142	0.843267	191999.844428	-0.186116	0.003237	0.518333	0.531671	2.041397	-0.124386	-0.124382	0.000000	1.577325	0.469370	0.202323	nan	0.438040	0.463877	1.575227	-173.129614	156.751306	0.000000	-36.026182	83.815898
850.000000	7.811466	7.841979	0.377809	0.161080	0.649071	-305.193517	2766.627975	-59.127402	9.021158	20.887320	30.201830	28.751061	30.974473	29.230299	30.340857	-2.905917	1.483252	0.843057	192005.145164	-0.185894	0.003291	0.547892	0.531722	2.041590	-0.124386	-0.124382	0.000000	1.578639	0.468357	0.202491	nan	0.437094	0.463930	1.578863	-179.525598	156.751306	0.000000	-34.780825	83.815898
850.200000	7.811606	7.842433	0.381313	0.161440	0.659609	-316.600528	2766.496842	-57.167632	9.023449	20.896228	30.199448	28.748915	30.971434	29.231770	30.343514	-2.905872	1.482458	0.843240	192004.006147	-0.187837	0.003311	0.552216	0.532497	2.041508	-0.124384	-0.124384	0.000000	1.579024	0.467872	0.202541	nan	0.436642	0.463919	1.582895	-186.235605	156.751306	0.000000	-33.628019	83.815898
850.400000	7.811505	7.842410	0.385245	0.161676	0.665016	-326.280860	2766.313568	-55.822899	9.025929	20.889061	30.199327	28.745935	30.967420	29.232012	30.346385	-2.905931	1.482359	0.843483	191989.175476	-0.186590	0.003306	0.572654	0.534093	2.041500	-0.124382	-0.124389	0.000000	1.578714	0.467939	0.202501	nan	0.436704	0.463769	1.587424	-191.929918	156.751306	0.000000	-32.836999	83.815898
850.600000	7.811231	7.842237	0.389643	0.161971	0.676057	-337.906687	2766.421335	-54.795795	9.028621	20.860372	30.203170	28.746819	30.957945	29.234540	30.343105	-2.905978	1.483867	0.843565	191999.384233	-0.185075	0.003436	0.574023	0.535420	2.041660	-0.124381	-0.124391	0.000000	1.577475	0.467592	0.202342	nan	0.436380	0.463872	1.592515	-198.768639	156.751306	0.000000	-32.232821	83.815898
850.800000	7.810696	7.842103	0.393860	0.162139	0.685985	-349.520609	2766.619999	-54.228142	9.031049	20.795766	30.207129	28.749181	30.946908	29.236890	30.334313	-2.906072	1.484372	0.843403	192019.335666	-0.186591	0.003520	0.599512	0.535855	2.042096	-0.124383	-0.124391	0.000000	1.574681	0.466528	0.201984	nan	0.435387	0.464074	1.597408	-205.600358	156.751306	0.000000	-31.898907	83.815898
851.000000	7.810171	7.841932	0.398826	0.162209	0.687320	-359.830697	2766.771699	-54.151459	9.033291	20.727845	30.206708	28.750598	30.942544	29.236495	30.327691	-2.906094	1.483826	0.842835	192029.248754	-0.186013	0.003462	0.657603	0.535803	2.042093	-0.124386	-0.124395	0.000000	1.571740	0.464808	0.201606	nan	0.433782	0.464175	1.603124	-211.665116	156.751306	0.000000	-31.853799	83.815898
851.200000	7.810112	7.841830	0.404504	0.162549	0.692171	-373.997927	2766.768154	-54.503310	9.035654	20.697053	30.200361	28.752135	30.947183	29.231299	30.328341	-2.905928	1.483399	0.841931	192023.106825	-0.184393	0.003218	0.627778	0.535427	2.042060	-0.124385	-0.124396	0.000000	1.570406	0.462602	0.201435	nan	0.431723	0.464113	1.609609	-219.998781	156.751306	0.000000	-32.060771	83.815898
851.400000	7.810254	7.841857	0.409754	0.162341	0.696598	-383.860646	2766.627806	-55.026222	9.037816	20.695321	30.193539	28.752701	30.944915	29.223138	30.336982	-2.905803	1.482784	0.841777	192064.111013	-0.187196	0.003124	0.524366	0.534338	2.042194	-0.124388	-0.124390	0.000000	1.570330	0.459938	0.201426	nan	0.429237	0.464528	1.615640	-225.800380	156.751306	0.000000	-32.368366	83.815898
851.600000	7.810318	7.841789	0.414471	0.161369	0.696281	-387.461378	2766.533238	-55.148014	9.039832	20.701664	30.188796	28.750610	30.941236	29.220212	30.345958	-2.905762	1.482659	0.842353	192156.050711	-0.189805	0.003251	0.485597	0.532884	2.041870	-0.124392	-0.124385	0.000000	1.570605	0.457151	0.201461	nan	0.426636	0.465460	1.621068	-227.918458	156.751306	0.000000	-32.440008	83.815898
851.800000	7.810481	7.841594	0.417929	0.160881	0.701874	-389.219193	2766.487674	-54.641464	9.042419	20.695781	30.186952	28.748112	30.940854	29.222322	30.347417	-2.905741	1.482927	0.842420	192230.649412	-0.187541	0.003209	0.562612	0.531976	2.041549	-0.124395	-0.124388	0.000000	1.570350	0.455252	0.201428	nan	0.424864	0.466215	1.625035	-228.952466	156.751306	0.000000	-32.142038	83.815898
852.000000	7.810488	7.841242	0.420083	0.161100	0.707112	-383.068917	2766.667002	-53.159150	9.045199	20.662433	30.188953	28.747815	30.934471	29.224984	30.344260	-2.905714	1.482632	0.842250	192348.324193	-0.185054	0.003026	0.663296	0.531765	2.041688	-0.124399	-0.124390	0.000000	1.568904	0.454354	0.201243	nan	0.424026	0.467406	1.627539	-225.334657	156.751306	0.000000	-31.270088	83.815898
852.200000	7.810059	7.840901	0.421636	0.161195	0.706595	-369.473283	2766.839634	-50.211744	9.047416	20.615477	30.189115	28.748582	30.932599	29.225576	30.342169	-2.905719	1.482712	0.842537	192444.638175	-0.187138	0.002961	0.666796	0.532176	2.042275	-0.124395	-0.124385	0.000000	1.566866	0.454186	0.200981	nan	0.423869	0.468381	1.629329	-217.337225	156.751306	0.000000	-29.536320	83.815898
852.400000	7.809774	7.840756	0.422365	0.161265	0.710153	-347.509794	2766.744277	-45.616632	9.049569	20.587945	30.189374	28.748352	30.930979	29.221802	30.344654	-2.905785	1.482972	0.842824	192404.151688	-0.190278	0.003151	0.610159	0.532949	2.042397	-0.124390	-0.124383	0.000000	1.565670	0.454602	0.200828	nan	0.424257	0.467971	1.630174	-204.417526	156.751306	0.000000	-26.833313	83.815898
852.600000	7.809885	7.840427	0.422828	0.161177	0.714098	-316.384434	2766.764141	-39.347566	9.051977	20.587440	30.194679	28.747918	30.925328	29.216696	30.350231	-2.905649	1.482558	0.843157	192346.569800	-0.188932	0.003488	0.576744	0.533452	2.041375	-0.124391	-0.124383	0.000000	1.565648	0.454859	0.200825	nan	0.424497	0.467389	1.630735	-186.108491	156.751306	0.000000	-23.145627	83.815898
852.800000	7.809882	7.839995	0.423622	0.160231	0.712714	-289.300906	2766.917539	-32.071515	9.054451	20.593796	30.197992	28.747575	30.929322	29.218913	30.352011	-2.905525	1.482254	0.843611	192341.302359	-0.185853	0.003657	0.569479	0.533741	2.040249	-0.124390	-0.124381	0.000000	1.565924	0.454835	0.200860	nan	0.424475	0.467335	1.631624	-170.177004	156.751306	0.000000	-18.865597	83.815898
853.000000	7.809782	7.839900	0.424314	0.159819	0.715870	-270.938468	2766.961849	-24.997152	9.057129	20.575457	30.198530	28.747336	30.928373	29.228591	30.347613	-2.905791	1.481877	0.843357	192340.370419	-0.187270	0.003463	0.578136	0.534410	2.040518	-0.124384	-0.124383	0.000000	1.565127	0.455179	0.200758	nan	0.424796	0.467326	1.632422	-159.375569	156.751306	0.000000	-14.704207	83.815898
853.200000	7.809711	7.840010	0.425172	0.160817	0.719864	-256.145680	2767.076759	-18.860811	9.059932	20.516191	30.203554	28.749124	30.911136	29.236325	30.342035	-2.906084	1.481637	0.842635	192342.973520	-0.189500	0.003304	0.589208	0.535203	2.041683	-0.124383	-0.124390	0.000000	1.562549	0.455556	0.200427	nan	0.425148	0.467352	1.633499	-150.673929	156.751306	0.000000	-11.094595	83.815898
853.400000	7.809384	7.840172	0.427144	0.162022	0.716687	-249.263494	2767.349210	-14.005370	9.062443	20.456426	30.207857	28.751718	30.906346	29.239129	30.338174	-2.906096	1.482985	0.842241	192385.572379	-0.186873	0.003461	0.545602	0.534886	2.042302	-0.124386	-0.124390	0.000000	1.559946	0.454655	0.200094	nan	0.424307	0.467783	1.635786	-146.625585	156.751306	0.000000	-8.238453	83.815898
853.600000	7.808800	7.840242	0.428847	0.162415	0.716445	-250.402933	2767.450734	-10.786304	9.064536	20.433751	30.204244	28.750779	30.925980	29.237338	30.333890	-2.905958	1.484605	0.842271	192391.334310	-0.185306	0.003549	0.475276	0.533461	2.041958	-0.124387	-0.124387	0.000000	1.558958	0.452937	0.199967	nan	0.422703	0.467842	1.637633	-147.295843	156.751306	0.000000	-6.344885	83.815898
853.800000	7.808302	7.840115	0.427991	0.162199	0.716999	-245.308845	2767.284600	-9.300852	9.066715	20.437179	30.199479	28.747898	30.942043	29.231242	30.329344	-2.905890	1.484303	0.842337	192301.396434	-0.187212	0.003369	0.485099	0.531902	2.041166	-0.124383	-0.124387	0.000000	1.559107	0.451906	0.199986	nan	0.421741	0.466931	1.636564	-144.299321	156.751306	0.000000	-5.471089	83.815898
854.000000	7.808132	7.839931	0.425611	0.162418	0.713707	-227.931678	2767.267048	-8.625337	9.069332	20.445351	30.202784	28.748416	30.939839	29.227221	30.328726	-2.905954	1.483454	0.842294	192271.561771	-0.186957	0.003283	0.536947	0.530389	2.041163	-0.124384	-0.124393	0.000000	1.559464	0.451360	0.200032	nan	0.421232	0.466629	1.633848	-134.077458	156.751306	0.000000	-5.073728	83.815898
854.200000	7.808125	7.839821	0.424887	0.162627	0.715624	-211.087066	2767.577968	-7.340995	9.071972	20.447304	30.210549	28.751658	30.927795	29.230167	30.331158	-2.906069	1.483103	0.842387	192349.560983	-0.186237	0.003383	0.566219	0.529391	2.041909	-0.124390	-0.124395	0.000000	1.559549	0.450711	0.200043	nan	0.420626	0.467419	1.633082	-124.168862	156.751306	0.000000	-4.318232	83.815898
854.400000	7.808194	7.839942	0.425359	0.162116	0.717280	-207.396201	2767.935936	-5.768950	9.074078	20.444819	30.209432	28.753192	30.922107	29.234861	30.332396	-2.906061	1.482894	0.842443	192391.433965	-0.187792	0.003338	0.576021	0.529184	2.042246	-0.124392	-0.124391	0.000000	1.559441	0.450381	0.200029	nan	0.420318	0.467843	1.633654	-121.997765	156.751306	0.000000	-3.393500	83.815898
854.600000	7.808223	7.840017	0.422080	0.161412	0.713203	-206.439929	2767.969554	-6.197338	9.076002	20.438124	30.197337	28.751292	30.938506	29.233642	30.332678	-2.905796	1.483120	0.842354	192323.799223	-0.187527	0.003281	0.573664	0.529250	2.042092	-0.124390	-0.124386	0.000000	1.559149	0.451507	0.199991	nan	0.421369	0.467158	1.629806	-121.435252	156.751306	0.000000	-3.645493	83.815898
854.800000	7.808208	7.839765	0.416383	0.160904	0.712369	-195.008084	2767.683214	-8.760710	9.078368	20.431889	30.184899	28.748002	30.960147	29.225777	30.335383	-2.905562	1.483561	0.842593	192225.693489	-0.185406	0.003311	0.558643	0.529334	2.042195	-0.124390	-0.124387	0.000000	1.558877	0.453420	0.199956	nan	0.423154	0.466165	1.623159	-114.710638	156.751306	0.000000	-5.153359	83.815898
855.000000	7.808369	7.839451	0.414739	0.160856	0.711376	-183.230536	2767.485321	-10.684624	9.080970	20.437569	30.180271	28.745738	30.960850	29.216990	30.341415	-2.905552	1.483481	0.842881	192193.680212	-0.186791	0.003196	0.539836	0.529552	2.042327	-0.124393	-0.124391	0.000000	1.559125	0.454122	0.199988	nan	0.423809	0.465841	1.621270	-107.782668	156.751306	0.000000	-6.285073	83.815898
855.200000	7.808492	7.839090	0.415661	0.160692	0.704181	-177.560534	2767.622186	-11.052018	9.083674	20.447729	30.186056	28.745847	30.947027	29.214298	30.345156	-2.905638	1.482576	0.842821	192212.459645	-0.189231	0.003055	0.549666	0.530106	2.041859	-0.124398	-0.124390	0.000000	1.559567	0.454262	0.200045	nan	0.423940	0.466031	1.622401	-104.447373	156.751306	0.000000	-6.501187	83.815898
855.400000	7.808462	7.838944	0.413272	0.160003	0.701504	-170.334175	2767.957310	-11.266694	9.086294	20.452207	30.194796	28.748714	30.940465	29.218489	30.343303	-2.905717	1.482356	0.843062	192180.015545	-0.186931	0.003121	0.588282	0.531028	2.041153	-0.124398	-0.124385	0.000000	1.559763	0.455800	0.200070	nan	0.425375	0.465702	1.619698	-100.196574	156.751306	0.000000	-6.627467	83.815898
855.600000	7.808209	7.839062	0.406688	0.159891	0.702341	-156.186256	2768.070940	-11.934555	9.088404	20.450725	30.195901	28.751246	30.951680	29.223871	30.340293	-2.905720	1.482984	0.843610	192068.900611	-0.183940	0.003262	0.632091	0.531922	2.040707	-0.124394	-0.124380	0.000000	1.559698	0.458724	0.200062	nan	0.428104	0.464577	1.612089	-91.874268	156.751306	0.000000	-7.020326	83.815898
855.800000	7.807950	7.838885	0.400746	0.160717	0.695810	-136.484033	2767.883062	-12.096616	9.090468	20.444836	30.190788	28.750968	30.967601	29.226006	30.338920	-2.905690	1.482873	0.843787	191947.163689	-0.185899	0.003280	0.653127	0.532546	2.040872	-0.124389	-0.124378	0.000000	1.559441	0.461227	0.200029	nan	0.430440	0.463343	1.605193	-80.284725	156.751306	0.000000	-7.115656	83.815898
856.000000	7.807868	7.838587	0.399154	0.161518	0.689708	-123.378056	2767.683943	-10.842805	9.092965	20.445179	30.188302	28.750226	30.969717	29.225506	30.340300	-2.905703	1.482246	0.843295	191858.861253	-0.188802	0.003151	0.617679	0.533131	2.041437	-0.124381	-0.124381	0.000000	1.559456	0.462248	0.200031	nan	0.431393	0.462447	1.603357	-72.575327	156.751306	0.000000	-6.378121	83.815898
856.200000	7.807690	7.838559	0.399289	0.161216	0.685316	-121.166497	2767.638830	-8.924446	9.095547	20.453534	30.192726	28.750368	30.958163	29.226818	30.342334	-2.905804	1.482315	0.842629	191809.748242	-0.187682	0.003060	0.584497	0.533636	2.041835	-0.124375	-0.124385	0.000000	1.559820	0.462621	0.200077	nan	0.431741	0.461949	1.603572	-71.274410	156.751306	0.000000	-5.249674	83.815898
856.400000	7.807549	7.838627	0.398827	0.160475	0.676850	-120.084250	2767.925054	-7.151260	9.098211	20.459672	30.202592	28.750974	30.943961	29.232507	30.338517	-2.905983	1.483222	0.842415	191714.647834	-0.186765	0.003213	0.617164	0.534000	2.041907	-0.124382	-0.124393	0.000000	1.560088	0.463071	0.200112	nan	0.432161	0.460983	1.603118	-70.637794	156.751306	0.000000	-4.206624	83.815898
856.600000	7.807280	7.838451	0.397305	0.160975	0.673987	-121.279454	2768.403922	-5.226830	9.100991	20.458273	30.212526	28.752572	30.938288	29.237911	30.330908	-2.906061	1.483982	0.842243	191569.240482	-0.189425	0.003381	0.630628	0.534282	2.041652	-0.124392	-0.124398	0.000000	1.560027	0.463800	0.200104	nan	0.432841	0.459506	1.601403	-71.340855	156.751306	0.000000	-3.074606	83.815898
856.800000	7.807050	7.838312	0.391170	0.162172	0.675183	-116.642840	2768.742741	-4.143859	9.103255	20.453479	30.213942	28.754046	30.944285	29.238290	30.326114	-2.906006	1.484062	0.841993	191451.830164	-0.190145	0.003386	0.595209	0.534398	2.041660	-0.124393	-0.124393	0.000000	1.559818	0.465947	0.200077	nan	0.434845	0.458313	1.594338	-68.613435	156.751306	0.000000	-2.437564	83.815898
857.000000	7.807125	7.838367	0.380684	0.162655	0.671614	-81.124481	2768.876644	-5.126430	9.105291	20.451737	30.206386	28.753805	30.956347	29.235461	30.326016	-2.906006	1.483838	0.842052	191305.449152	-0.186365	0.003429	0.582187	0.534251	2.041576	-0.124393	-0.124386	0.000000	1.559742	0.469380	0.200067	nan	0.438049	0.456824	1.582253	-47.720283	156.751306	0.000000	-3.015547	83.815898
857.200000	7.806805	7.838277	0.372097	0.162271	0.669362	-23.707889	2768.772712	-6.974591	9.107718	20.445101	30.197900	28.751848	30.970847	29.232942	30.329068	-2.905923	1.483714	0.841932	191123.371683	-0.184658	0.003391	0.603611	0.533595	2.040771	-0.124394	-0.124383	0.000000	1.559453	0.471759	0.200030	nan	0.440269	0.454971	1.572333	-13.945817	156.751306	0.000000	-4.102701	83.815898
857.400000	7.806073	7.838219	0.367998	0.161844	0.667271	19.586376	2768.626099	-8.006062	9.110102	20.433579	30.191917	28.750327	30.984668	29.232428	30.330527	-2.905733	1.483797	0.841808	190983.400667	-0.187684	0.003207	0.590359	0.532372	2.040545	-0.124393	-0.124381	0.000000	1.558951	0.472110	0.199966	nan	0.440597	0.453545	1.567563	11.521398	156.751306	0.000000	-4.709448	83.815898
857.600000	7.805617	7.838174	0.366081	0.161495	0.658967	28.002015	2768.603190	-7.494985	9.112334	20.431609	30.188451	28.750114	30.991466	29.233521	30.327960	-2.905700	1.483883	0.842209	190894.779902	-0.189541	0.003140	0.517386	0.531220	2.041486	-0.124389	-0.124383	0.000000	1.558865	0.471758	0.199955	nan	0.440268	0.452641	1.565330	16.471774	156.751306	0.000000	-4.408815	83.815898
857.800000	7.805599	7.837843	0.364651	0.161436	0.652637	3.695025	2768.561930	-5.815844	9.114860	20.437931	30.186333	28.748889	30.989812	29.231471	30.324726	-2.905743	1.483910	0.842455	190797.234598	-0.187067	0.003082	0.462703	0.530752	2.042376	-0.124384	-0.124389	0.000000	1.559140	0.471818	0.199990	nan	0.440324	0.451646	1.563700	2.173544	156.751306	0.000000	-3.421085	83.815898
858.000000	7.805857	7.837449	0.364627	0.162396	0.650163	-30.840455	2768.466804	-4.153424	9.117589	20.438543	30.184949	28.747833	30.983380	29.222351	30.326862	-2.905672	1.483782	0.842223	190640.233778	-0.183690	0.002980	0.500897	0.530709	2.042555	-0.124384	-0.124394	0.000000	1.559167	0.471758	0.199994	nan	0.440268	0.450044	1.563705	-18.141444	156.751306	0.000000	-2.443191	83.815898
858.200000	7.806070	7.837377	0.366193	0.162491	0.641568	-60.866664	2768.416654	-2.881611	9.120186	20.432905	30.186000	28.748534	30.973679	29.211984	30.334887	-2.905558	1.483410	0.842261	190477.459012	-0.184093	0.002941	0.623327	0.530898	2.042433	-0.124391	-0.124391	0.000000	1.558921	0.471365	0.199962	nan	0.439901	0.448381	1.565551	-35.803920	156.751306	0.000000	-1.695065	83.815898
858.400000	7.806221	7.837505	0.366582	0.160487	0.633365	-83.607084	2768.562078	-1.995628	9.122738	20.434382	30.188079	28.749441	30.960122	29.209579	30.341705	-2.905607	1.483374	0.842801	190329.203595	-0.187763	0.002984	0.696283	0.531535	2.041972	-0.124396	-0.124385	0.000000	1.558986	0.471781	0.199970	nan	0.440290	0.446866	1.566067	-49.180638	156.751306	0.000000	-1.173899	83.815898
858.600000	7.806609	7.837337	0.362242	0.159171	0.631095	-91.578500	2768.759507	-1.916896	9.125124	20.444090	30.191577	28.749397	30.945059	29.216449	30.344480	-2.905732	1.483214	0.843109	190187.643534	-0.190573	0.003148	0.647134	0.532225	2.040912	-0.124396	-0.124381	0.000000	1.559409	0.473866	0.200025	nan	0.442235	0.445418	1.561169	-53.869706	156.751306	0.000000	-1.127586	83.815898
858.800000	7.806627	7.836922	0.353203	0.160006	0.625931	-74.399092	2768.929534	-2.826557	9.127270	20.457983	30.197991	28.749880	30.933699	29.226124	30.344740	-2.905792	1.482663	0.843440	190094.586776	-0.190248	0.003374	0.566690	0.532375	2.040449	-0.124395	-0.124378	0.000000	1.560014	0.477126	0.200102	nan	0.445278	0.444465	1.550864	-43.764172	156.751306	0.000000	-1.662681	83.815898
859.000000	7.805982	7.836662	0.346064	0.161112	0.623034	-36.056947	2769.117786	-3.990512	9.129626	20.487330	30.201420	28.751514	30.932803	29.232120	30.341524	-2.905850	1.483110	0.844053	190004.718559	-0.187228	0.003522	0.578409	0.531961	2.041284	-0.124391	-0.124378	0.000000	1.561293	0.479266	0.200266	nan	0.447275	0.443545	1.542684	-21.209969	156.751306	0.000000	-2.347360	83.815898
859.200000	7.805497	7.836578	0.347050	0.161490	0.625029	-29.153490	2769.096552	-8.566034	9.132025	20.527842	30.199152	28.750433	30.941897	29.233147	30.336394	-2.905872	1.484044	0.843910	189876.696909	-0.186039	0.003472	0.685443	0.531229	2.041793	-0.124385	-0.124380	0.000000	1.563056	0.478268	0.200492	nan	0.446344	0.442233	1.543768	-17.149112	156.751306	0.000000	-5.038844	83.815898
859.400000	7.805572	7.836553	0.350610	0.161288	0.621451	-127.519961	2768.989312	-49.176269	9.134148	20.548099	30.196546	28.747015	30.951192	29.232251	30.332884	-2.905822	1.484216	0.843243	189751.700375	-0.188458	0.003452	0.741326	0.530710	2.041153	-0.124384	-0.124385	0.000000	1.563937	0.476559	0.200606	nan	0.444749	0.440951	1.547802	-75.011742	156.751306	0.000000	-28.927217	83.815898
859.600000	7.805800	7.836511	0.348168	0.161004	0.616999	-306.370361	2768.960868	-163.670546	9.136430	20.545384	30.197171	28.745028	30.956236	29.231783	30.330450	-2.905818	1.484215	0.843152	189673.130419	-0.189399	0.003478	0.720876	0.530807	2.040552	-0.124385	-0.124386	0.000000	1.563819	0.477519	0.200590	nan	0.445645	0.440145	1.544977	-180.217859	156.751306	0.000000	-96.276792	83.815898
859.800000	7.805596	7.836327	0.341070	0.161123	0.618447	-444.380854	2768.984921	-309.280200	9.138957	20.543761	30.200442	28.744916	30.952375	29.231981	30.324010	-2.905993	1.483607	0.843517	189606.207513	-0.186719	0.003246	0.719009	0.531408	2.040836	-0.124382	-0.124382	0.000000	1.563749	0.480575	0.200581	nan	0.448497	0.439458	1.536859	-261.400502	156.751306	0.000000	-181.929529	83.815898
860.000000	7.805024	7.836122	0.334040	0.161381	0.617617	-465.107789	2769.036995	-392.549779	9.141433	20.538771	30.203500	28.746093	30.939770	29.233510	30.314145	-2.906170	1.482703	0.843451	189488.880310	-0.184394	0.002961	0.673960	0.532440	2.041556	-0.124377	-0.124384	0.000000	1.563531	0.484014	0.200553	nan	0.451706	0.438253	1.528864	-273.592817	156.751306	0.000000	-230.911635	83.815898
860.200000	7.804299	7.836125	0.330290	0.161945	0.614456	-393.016631	2769.072876	-379.722457	9.143908	20.506470	30.202703	28.748135	30.931756	29.234156	30.310441	-2.906074	1.483255	0.842645	189370.885954	-0.185869	0.002906	0.523526	0.533540	2.042015	-0.124379	-0.124394	0.000000	1.562126	0.486365	0.200373	nan	0.453900	0.437040	1.524605	-231.186254	156.751306	0.000000	-223.366151	83.815898
860.400000	7.803814	7.836276	0.329982	0.162298	0.615285	-318.028694	2769.080478	-310.979609	9.146286	20.462935	30.196966	28.749274	30.931527	29.230875	30.315716	-2.905891	1.483972	0.841752	189304.523145	-0.189526	0.002994	0.421335	0.534178	2.042516	-0.124386	-0.124399	0.000000	1.560230	0.487065	0.200130	nan	0.454553	0.436358	1.524253	-187.075702	156.751306	0.000000	-182.929182	83.815898
860.600000	7.804075	7.836293	0.329472	0.161833	0.611237	-285.099172	2769.001678	-241.477947	9.148670	20.447720	30.191144	28.747996	30.928127	29.225824	30.323758	-2.905821	1.483452	0.841547	189283.183602	-0.190289	0.003028	0.463167	0.534363	2.043243	-0.124391	-0.124396	0.000000	1.559567	0.487419	0.200045	nan	0.454884	0.436139	1.523685	-167.705395	156.751306	0.000000	-142.045851	83.815898
860.800000	7.804598	7.836007	0.325158	0.161384	0.602393	-260.448645	2769.028737	-194.138838	9.151387	20.451496	30.190778	28.746528	30.917602	29.222569	30.330104	-2.905766	1.482874	0.842133	189482.455803	-0.187909	0.003084	0.573705	0.533939	2.043248	-0.124391	-0.124392	0.000000	1.559732	0.488588	0.200066	nan	0.455975	0.438187	1.518792	-153.205085	156.751306	0.000000	-114.199316	83.815898
861.000000	7.804983	7.835763	0.317436	0.160992	0.598800	-212.736517	2769.206899	-162.978592	9.154167	20.446160	30.194396	28.747085	30.902478	29.221742	30.333528	-2.905848	1.482943	0.842538	189984.894723	-0.187454	0.003273	0.666302	0.532676	2.042431	-0.124389	-0.124390	0.000000	1.559499	0.490251	0.200036	nan	0.457527	0.443341	1.510014	-125.139128	156.751306	0.000000	-95.869760	83.815898
