X_Value	PIT-A-0101	PIT-A-0301	PIT-M-0101	PIT-O-0301	PIT-W-0301	PDT-M-0101-40kPa_mA	PDT-M-0101B-10kPa_mA	PDT-M-0101C-3kPa_mA	PDT-M-0101D-30Kpa_mA	PDT-M-0101D-30Kpa_mA_tara	PIT-A-AUX	Model Pressure Drop	TIT-A-0101	TIT-A-0301	TIT-M-0101	TIT-O-0301	TIT-W-0301	LV-O-0X01	LV-W-0X01	LV-M-0X01	Densitometro	FT-A-0301	FT-A-0302	FT-A-0303	FT-A-0303 1	FT-O-0301	FT-O-0302	FT-O-0303	FT-W-0301	FT-W-0302	J Ar	J Agua	Comment	Alpha	rho_g	dP_F/dz PDT-M-0101-40kPa_mA	dP_F/dz dP_dz_total_PDT-M-0101-40kPa_mA	dP_F/dz dP_dz_gravitacional	dP_F/dz PDT-M-0101D-30Kpa_mA	dP_F/dz dP_dz_total_PDT-M-0101D-30Kpa_mA
178.400000	7.772287	7.802021	1.041917	0.090599	2.969398	-14014.564429	-10942.291775	-2984.939253	-13193.624011	-13640.726558	8.554820	953.423067	23.083827	22.818832	25.510864	23.373457	23.018064	-2.909414	0.846745	0.979533	199078.793484	-0.190414	11.564186	-0.062087	0.000000	2.031017	-0.124454	-0.124446	14.028283	-0.015867	6.855089	1.797366	nan	0.534351	2.383335	4557.485821	-1204.482292	3228.944538	4316.777581	-957.770460
178.600000	7.771098	7.801262	1.041595	0.090760	2.974154	-14016.727834	-10943.117807	-2984.876458	-13192.390965	-13639.493512	8.557488	954.960728	23.094343	22.819484	25.507401	23.377420	23.008091	-2.909697	0.845779	0.979196	199079.303079	-0.190254	11.564146	-0.062176	0.000000	2.030450	-0.124455	-0.124447	14.040879	-0.015553	6.855460	1.799022	nan	0.534356	2.382986	4558.719393	-1204.482292	3228.911797	4316.019519	-957.770460
178.800000	7.769840	7.801053	1.039604	0.090698	2.978256	-14016.953758	-10945.296601	-2985.133270	-13182.839598	-13629.942144	8.560311	955.202955	23.100449	22.820744	25.503799	23.380715	22.994713	-2.909912	0.847138	0.978845	199079.122543	-0.189823	11.564812	-0.062173	0.000000	2.030503	-0.124452	-0.124450	14.042125	-0.014767	6.862273	1.799283	nan	0.534354	2.380690	4558.852465	-1204.482292	3228.918502	4310.407773	-957.770460
179.000000	7.769550	7.801432	1.040081	0.091301	2.975175	-14021.230274	-10946.710261	-2985.248939	-13176.430271	-13623.532818	8.563250	955.005683	23.097648	22.822027	25.501087	23.381344	22.990633	-2.910032	0.849446	0.978826	199085.905034	-0.189356	11.565383	-0.062104	0.000000	2.031428	-0.124447	-0.124452	14.040119	-0.014416	6.861213	1.799071	nan	0.534421	2.381269	4560.910093	-1204.482292	3228.465448	4306.184526	-957.770460
179.200000	7.769632	7.801593	1.039928	0.092052	2.968888	-14042.181432	-10944.771626	-2985.195925	-13184.264053	-13631.366600	8.566023	955.700146	23.093206	22.822040	25.503260	23.379164	22.997958	-2.910141	0.850021	0.978773	199102.050068	-0.189657	11.565286	-0.062001	0.000000	2.032704	-0.124448	-0.124449	14.046551	-0.015021	6.861845	1.799818	nan	0.534579	2.381072	4572.146738	-1204.482292	3227.373944	4309.701130	-957.770460
179.400000	7.769633	7.801255	1.037670	0.091491	2.968478	-14062.492336	-10942.671491	-2985.049055	-13200.960277	-13648.062824	8.568709	957.746890	23.091831	22.820404	25.507961	23.376538	23.007018	-2.910108	0.850654	0.978772	199119.939577	-0.189446	11.564616	-0.062024	0.000000	2.033183	-0.124455	-0.124449	14.064156	-0.015462	6.868938	1.802020	nan	0.534753	2.378398	4582.882463	-1204.482292	3226.153557	4318.302051	-957.770460
179.600000	7.769468	7.800396	1.037984	0.090453	2.970313	-14049.656861	-10943.423989	-2984.773863	-13201.350780	-13648.453326	8.571281	958.411104	23.091618	22.819675	25.508839	23.379249	23.006712	-2.909821	0.849984	0.979084	199135.102278	-0.187921	11.564099	-0.062138	0.000000	2.032686	-0.124455	-0.124452	14.069401	-0.015141	6.866938	1.802734	nan	0.534902	2.378757	4574.311853	-1204.482292	3225.131635	4317.509836	-957.770460
179.800000	7.769364	7.799672	1.039896	0.090491	2.969129	-14004.243073	-10944.071667	-2984.858872	-13169.905942	-13617.008488	8.573894	956.534219	23.092424	22.821001	25.505533	23.387661	22.998635	-2.909573	0.844915	0.979181	199151.124163	-0.187877	11.564329	-0.062078	0.000000	2.033297	-0.124451	-0.124457	14.053058	-0.014531	6.859961	1.800716	nan	0.535058	2.381017	4546.522669	-1204.482292	3224.062437	4297.943675	-957.770460
180.000000	7.769202	7.799720	1.040398	0.091670	2.967317	-13960.773534	-10942.667489	-2985.030596	-13128.070278	-13575.172825	8.576799	955.739997	23.093606	22.822456	25.505703	23.390496	22.992192	-2.909728	0.840700	0.978500	199146.924575	-0.189015	11.564795	-0.061960	0.000000	2.034595	-0.124453	-0.124460	14.045992	-0.014127	6.858555	1.799861	nan	0.535017	2.381602	4521.237862	-1204.482292	3224.347638	4273.619662	-957.770460
180.200000	7.768712	7.800127	1.041117	0.092993	2.968546	-13938.939428	-10942.306328	-2984.636844	-13102.656901	-13549.759448	8.579736	957.549378	23.091772	22.822933	25.509862	23.381525	22.991949	-2.909984	0.843029	0.977626	199106.772176	-0.188815	11.564949	-0.061934	0.000000	2.035468	-0.124457	-0.124459	14.061415	-0.014377	6.856630	1.801807	nan	0.534625	2.382408	4511.109022	-1204.482292	3227.054851	4261.377829	-957.770460
180.400000	7.768303	7.800129	1.041971	0.092469	2.968761	-13930.971924	-10943.213943	-2984.288578	-13096.596329	-13543.698876	8.582345	959.210263	23.087459	22.822536	25.515555	23.370097	22.995910	-2.909896	0.846861	0.977534	199091.785449	-0.187841	11.564635	-0.061715	0.000000	2.036109	-0.124459	-0.124457	14.075915	-0.014960	6.853720	1.803593	nan	0.534478	2.383360	4507.442089	-1204.482292	3228.064362	4258.822298	-957.770460
180.600000	7.768049	7.799680	1.041370	0.090265	2.967728	-13929.770188	-10943.131809	-2984.685442	-13102.386811	-13549.489358	8.584814	959.491127	23.084093	22.821345	25.520528	23.366242	23.000568	-2.909753	0.847527	0.978436	199132.384439	-0.188008	11.563932	-0.061431	0.000000	2.034788	-0.124457	-0.124459	14.078254	-0.014945	6.855113	1.803894	nan	0.534875	2.382618	4503.999219	-1204.482292	3225.319376	4259.483478	-957.770460
180.800000	7.767826	7.799256	1.040707	0.089184	2.969178	-13941.637072	-10942.109777	-2985.221367	-13113.854110	-13560.956657	8.587547	959.291223	23.082581	22.821072	25.523156	23.371349	23.004550	-2.909780	0.848941	0.979286	199182.907708	-0.189171	11.563298	-0.061481	0.000000	2.032992	-0.124455	-0.124460	14.076278	-0.014644	6.856702	1.803680	nan	0.535369	2.381823	4507.572776	-1204.482292	3221.907647	4262.817219	-957.770460
181.000000	7.767914	7.799090	1.040621	0.090104	2.971962	-13968.767961	-10942.001956	-2985.253052	-13128.486631	-13575.589178	8.590360	959.123731	23.082940	22.823524	25.526792	23.378257	23.006790	-2.909628	0.852167	0.979125	199207.747018	-0.189634	11.562906	-0.061747	0.000000	2.033846	-0.124458	-0.124460	14.075090	-0.014859	6.856655	1.803500	nan	0.535612	2.381693	4521.860686	-1204.482292	3220.229615	4269.746552	-957.770460
181.200000	7.767834	7.799101	1.038572	0.090634	2.970428	-13989.409973	-10942.955708	-2985.182363	-13148.299357	-13595.401904	8.593000	959.079704	23.083056	22.824618	25.530790	23.377643	23.007016	-2.909277	0.854685	0.978007	199200.143917	-0.189231	11.562773	-0.061865	0.000000	2.035188	-0.124462	-0.124459	14.075038	-0.015176	6.863545	1.803452	nan	0.535537	2.379268	4534.510446	-1204.482292	3220.729761	4281.901243	-957.770460
181.400000	7.767481	7.798864	1.035888	0.089617	2.967323	-13997.164566	-10942.969334	-2985.358844	-13173.038819	-13620.141366	8.595708	959.089875	23.078721	22.820484	25.531911	23.368665	23.008426	-2.909044	0.855149	0.976939	199193.184898	-0.189126	11.562846	-0.061703	0.000000	2.034799	-0.124459	-0.124451	14.075252	-0.015304	6.872581	1.803463	nan	0.535469	2.376125	4539.530508	-1204.482292	3221.186264	4296.910371	-957.770460
181.600000	7.767572	7.798237	1.036100	0.088703	2.967200	-14006.332381	-10942.467183	-2985.613772	-13191.928975	-13639.031522	8.598603	958.215126	23.074091	22.816484	25.527939	23.359099	23.012450	-2.908961	0.854239	0.977468	199199.763329	-0.190078	11.562760	-0.061336	0.000000	2.033122	-0.124453	-0.124442	14.067923	-0.015305	6.871329	1.802523	nan	0.535534	2.376404	4544.477049	-1204.482292	3220.747180	4307.583143	-957.770460
181.800000	7.767545	7.797474	1.040444	0.088779	2.967751	-14006.823901	-10942.414321	-2985.437274	-13189.373827	-13636.476374	8.601308	956.157507	23.075422	22.816859	25.522021	23.356643	23.015279	-2.909087	0.852954	0.978901	199196.770717	-0.190593	11.562589	-0.061280	0.000000	2.030679	-0.124450	-0.124443	14.050339	-0.014972	6.855847	1.800310	nan	0.535504	2.381525	4544.981190	-1204.482292	3220.972926	4306.305861	-957.770460
182.000000	7.766843	7.796759	1.046856	0.089017	2.969563	-13986.218556	-10942.021562	-2985.078123	-13161.868241	-13608.970788	8.603822	954.724684	23.080068	22.819202	25.518134	23.362094	23.012978	-2.909523	0.850421	0.979008	199185.215795	-0.190043	11.562751	-0.061768	0.000000	2.029911	-0.124446	-0.124445	14.037859	-0.014514	6.833750	1.798768	nan	0.535391	2.389045	4533.663519	-1204.482292	3221.783097	4290.936275	-957.770460
182.200000	7.765808	7.796380	1.049578	0.089139	2.977659	-13952.746459	-10941.735094	-2985.130143	-13124.687248	-13571.789795	8.606492	954.633249	23.084460	22.822302	25.515880	23.370175	23.008768	-2.909787	0.848349	0.978318	199172.425529	-0.189764	11.563268	-0.062111	0.000000	2.030889	-0.124438	-0.124445	14.036690	-0.014113	6.824553	1.798670	nan	0.535266	2.392242	4514.846028	-1204.482292	3222.659162	4269.941168	-957.770460
182.400000	7.765059	7.796250	1.047716	0.089640	2.990388	-13926.792129	-10941.877577	-2985.281628	-13098.447289	-13545.549836	8.609241	955.795008	23.085374	22.823571	25.515426	23.375193	23.008625	-2.909679	0.848387	0.978325	199144.001783	-0.189441	11.563696	-0.061867	0.000000	2.031878	-0.124436	-0.124448	14.046120	-0.013794	6.830875	1.799920	nan	0.534989	2.390071	4501.486744	-1204.482292	3224.567954	4256.414690	-957.770460
182.600000	7.765317	7.795963	1.045993	0.090046	2.994548	-13930.122870	-10941.225401	-2985.309490	-13095.172369	-13542.274915	8.611902	958.018000	23.082172	22.819710	25.515018	23.376229	23.011592	-2.909524	0.848907	0.978458	199099.811273	-0.188762	11.563859	-0.061560	0.000000	2.032339	-0.124441	-0.124449	14.064667	-0.013701	6.836587	1.802311	nan	0.534557	2.388062	4506.418245	-1204.482292	3227.540935	4257.461248	-957.770460
182.800000	7.765762	7.795288	1.047291	0.089960	2.984646	-13958.851943	-10940.570156	-2985.278018	-13112.933098	-13560.035645	8.614502	958.604826	23.081526	22.815691	25.512323	23.376279	23.014689	-2.909511	0.848122	0.978340	199089.050513	-0.188348	11.563937	-0.061732	0.000000	2.031412	-0.124446	-0.124447	14.069675	-0.013791	6.831802	1.802942	nan	0.534452	2.389599	4524.046566	-1204.482292	3228.274689	4268.642489	-957.770460
183.000000	7.765193	7.794372	1.050112	0.089859	2.972096	-13986.426405	-10941.200057	-2985.049478	-13133.889099	-13580.991645	8.617216	957.505382	23.090063	22.816447	25.507486	23.377320	23.013006	-2.909784	0.847423	0.978468	199112.259065	-0.187870	11.564058	-0.062070	0.000000	2.030377	-0.124445	-0.124449	14.060476	-0.013807	6.821626	1.801760	nan	0.534678	2.392933	4538.709223	-1204.482292	3226.725844	4279.420703	-957.770460
183.200000	7.764052	7.793824	1.053274	0.089836	2.969605	-13996.914192	-10943.066934	-2984.801521	-13142.354068	-13589.456614	8.620078	957.885527	23.102945	22.819791	25.502571	23.379330	23.002194	-2.910008	0.848083	0.978723	199114.328311	-0.187554	11.564506	-0.062120	0.000000	2.030731	-0.124441	-0.124452	14.063514	-0.013658	6.810761	1.802169	nan	0.534699	2.396666	4544.748041	-1204.482292	3226.604284	4284.278537	-957.770460
183.400000	7.762981	7.793976	1.058101	0.089933	2.977719	-14001.235797	-10945.025678	-2984.845557	-13140.820048	-13587.922595	8.622928	959.091704	23.108194	22.822526	25.503510	23.381141	22.993123	-2.909921	0.848465	0.978823	199105.548905	-0.187738	11.565358	-0.061866	0.000000	2.031874	-0.124437	-0.124455	14.073855	-0.013892	6.795351	1.803465	nan	0.534613	2.402296	4547.904044	-1204.482292	3227.216465	4283.988353	-957.770460
183.600000	7.762146	7.794432	1.064185	0.090970	2.995111	-14017.642943	-10945.394587	-2984.839975	-13146.877194	-13593.979740	8.625683	959.418120	23.102676	22.823580	25.513099	23.380724	22.997976	-2.909696	0.848136	0.978907	199128.413768	-0.187801	11.566134	-0.061738	0.000000	2.033198	-0.124437	-0.124458	14.077081	-0.014384	6.776310	1.803816	nan	0.534836	2.409324	4556.048711	-1204.482292	3225.692485	4286.027401	-957.770460
183.800000	7.761807	7.794600	1.067135	0.092419	3.014825	-14048.766178	-10944.992519	-2984.911172	-13172.609371	-13619.711917	8.628246	959.322352	23.093809	22.823477	25.519205	23.378657	23.007821	-2.909513	0.847833	0.978864	199174.921685	-0.188068	11.566254	-0.061842	0.000000	2.034611	-0.124441	-0.124452	14.076248	-0.014354	6.766977	1.803713	nan	0.535291	2.412720	4571.239194	-1204.482292	3222.564110	4298.035600	-957.770460
184.000000	7.761906	7.794233	1.063783	0.092297	3.024126	-14072.898785	-10944.468061	-2985.295840	-13201.601933	-13648.704480	8.630835	960.117610	23.090209	22.822750	25.516627	23.378636	23.011047	-2.909623	0.848324	0.978249	199200.945587	-0.188286	11.565975	-0.061749	0.000000	2.035482	-0.124442	-0.124444	14.082726	-0.014172	6.777484	1.804567	nan	0.535545	2.408826	4583.663518	-1204.482292	3220.797458	4313.323397	-957.770460
184.200000	7.761940	7.793391	1.058412	0.091510	3.014709	-14067.049640	-10943.408768	-2985.342514	-13208.058369	-13655.160916	8.633609	961.320669	23.092784	22.821977	25.517319	23.379846	23.007032	-2.909843	0.846707	0.977726	199193.641334	-0.188063	11.566094	-0.061614	0.000000	2.035572	-0.124442	-0.124444	14.092700	-0.014075	6.794634	1.805859	nan	0.535474	2.402548	4580.692578	-1204.482292	3221.265937	4317.589779	-957.770460
184.400000	7.761814	7.792638	1.057755	0.091995	2.993802	-14035.872908	-10942.809150	-2985.145939	-13188.724263	-13635.826809	8.636347	960.764065	23.095283	22.822048	25.522516	23.379520	23.000416	-2.909871	0.842175	0.977601	199172.463707	-0.188134	11.566852	-0.061619	0.000000	2.035656	-0.124446	-0.124448	14.087700	-0.013733	6.796781	1.805261	nan	0.535267	2.401738	4563.783068	-1204.482292	3222.686255	4307.637094	-957.770460
184.600000	7.761668	7.792542	1.063305	0.092097	2.978424	-13993.371940	-10942.807332	-2985.348015	-13157.653097	-13604.755644	8.639011	959.445163	23.093525	22.823170	25.527354	23.376616	22.998570	-2.909815	0.839664	0.977646	199149.483660	-0.188333	11.568142	-0.061574	0.000000	2.036049	-0.124450	-0.124452	14.076482	-0.013559	6.779253	1.803845	nan	0.535042	2.408181	4540.360492	-1204.482292	3224.255473	4290.929155	-957.770460
184.800000	7.761289	7.792644	1.071043	0.090743	2.976730	-13950.545439	-10942.988606	-2985.746045	-13125.765701	-13572.868248	8.641559	959.902430	23.089015	22.823911	25.530813	23.369605	23.004930	-2.909643	0.841395	0.977989	199134.758326	-0.188343	11.569691	-0.061561	0.000000	2.036038	-0.124453	-0.124451	14.080733	-0.013980	6.754953	1.804336	nan	0.534898	2.417190	4516.198132	-1204.482292	3225.278896	4273.195286	-957.770460
185.000000	7.760902	7.792318	1.077197	0.089645	2.990738	-13921.387244	-10943.045934	-2985.970747	-13100.338757	-13547.441303	8.644050	962.047873	23.083583	22.823245	25.530467	23.364493	23.014067	-2.909345	0.845748	0.978597	199109.069449	-0.188594	11.571141	-0.061627	0.000000	2.035687	-0.124458	-0.124441	14.099335	-0.014625	6.735528	1.806639	nan	0.534647	2.424380	4500.804915	-1204.482292	3227.038187	4259.997551	-957.770460
185.200000	7.760769	7.791637	1.080925	0.089059	3.016179	-13920.848137	-10942.811050	-2985.913576	-13089.652626	-13536.755173	8.646653	962.737704	23.078672	22.821721	25.529464	23.368697	23.017580	-2.909141	0.849470	0.979055	199054.700457	-0.189055	11.572334	-0.061526	0.000000	2.034643	-0.124457	-0.124433	14.105377	-0.014897	6.723637	1.807380	nan	0.534116	2.428742	4504.170075	-1204.482292	3230.722288	4257.395693	-957.770460
185.400000	7.760356	7.791074	1.081233	0.088974	3.040722	-13949.021682	-10942.993680	-2985.646125	-13097.028289	-13544.130836	8.649486	961.690776	23.077038	22.820196	25.529109	23.376385	23.015946	-2.909263	0.851478	0.979024	199017.580978	-0.189031	11.573417	-0.061367	0.000000	2.033114	-0.124451	-0.124442	14.096550	-0.014827	6.722867	1.806256	nan	0.533753	2.429105	4523.247956	-1204.482292	3233.228139	4264.240170	-957.770460
185.600000	7.759725	7.790766	1.078124	0.089871	3.045998	-13979.428536	-10943.502132	-2985.592760	-13117.137378	-13564.239925	8.652559	962.048796	23.079067	22.820015	25.527630	23.378182	23.013105	-2.909508	0.852440	0.978399	199014.614280	-0.188898	11.574995	-0.061478	0.000000	2.033198	-0.124449	-0.124455	14.099522	-0.014804	6.733585	1.806640	nan	0.533724	2.425486	4541.319674	-1204.482292	3233.416156	4276.257062	-957.770460
185.800000	7.759429	7.790164	1.074027	0.090517	3.030295	-13991.827504	-10942.727466	-2985.669746	-13141.711403	-13588.813950	8.655520	963.257270	23.081776	22.821702	25.529342	23.371790	23.011147	-2.909434	0.851928	0.977298	199018.925651	-0.189280	11.577208	-0.061686	0.000000	2.034173	-0.124449	-0.124452	14.109766	-0.014941	6.747721	1.807937	nan	0.533766	2.420687	4548.306185	-1204.482292	3233.106050	4290.402265	-957.770460
186.000000	7.759195	7.789560	1.072923	0.089543	3.007052	-13992.395228	-10940.948674	-2985.631148	-13163.316783	-13610.419329	8.658354	962.751644	23.082523	22.822840	25.533845	23.363053	23.011827	-2.909374	0.850345	0.977679	199021.251918	-0.189567	11.579607	-0.061779	0.000000	2.033770	-0.124450	-0.124444	14.105552	-0.014955	6.752325	1.807395	nan	0.533789	2.419361	4548.482639	-1204.482292	3232.940379	4302.945641	-957.770460
186.200000	7.758960	7.789413	1.077005	0.087847	2.990514	-13988.140116	-10940.318443	-2985.709012	-13172.285943	-13619.388489	8.661180	960.566751	23.083212	22.821290	25.530777	23.360315	23.013880	-2.909574	0.849088	0.979423	199012.189156	-0.189584	11.582064	-0.061820	0.000000	2.031586	-0.124451	-0.124440	14.087155	-0.014840	6.740329	1.805050	nan	0.533700	2.424153	4546.605873	-1204.482292	3233.572187	4308.853425	-957.770460
186.400000	7.758650	7.789009	1.083568	0.087646	2.990991	-13983.372475	-10941.162249	-2985.554089	-13165.846702	-13612.949249	8.663947	958.991388	23.086832	22.820023	25.518094	23.365745	23.016836	-2.909649	0.848478	0.979885	199016.333411	-0.189546	11.584400	-0.062024	0.000000	2.029095	-0.124449	-0.124437	14.073764	-0.014642	6.719871	1.803357	nan	0.533740	2.431922	4543.538244	-1204.482292	3233.332059	4304.825509	-957.770460
186.600000	7.758027	7.788254	1.088526	0.088961	3.010364	-13985.047459	-10942.927204	-2984.812934	-13152.276935	-13599.379481	8.666793	958.871767	23.092628	22.821769	25.507936	23.374922	23.018675	-2.909656	0.848235	0.979045	199053.113058	-0.188792	11.586579	-0.062338	0.000000	2.028957	-0.124442	-0.124440	14.072418	-0.014298	6.704323	1.803229	nan	0.534100	2.437796	4542.054155	-1204.482292	3230.881104	4294.392338	-957.770460
186.800000	7.757344	7.787809	1.089521	0.090385	3.040019	-13995.663065	-10943.504849	-2984.390168	-13144.388746	-13591.491293	8.669572	959.144379	23.096429	22.823469	25.509389	23.380463	23.016710	-2.909633	0.849221	0.978419	199087.649295	-0.188132	11.589181	-0.062280	0.000000	2.031497	-0.124435	-0.124451	14.074543	-0.014139	6.702286	1.803522	nan	0.534438	2.438946	4545.974776	-1204.482292	3228.554617	4287.425740	-957.770460
187.000000	7.756905	7.787736	1.088952	0.091385	3.058468	-14017.670067	-10941.296783	-2984.937984	-13153.246349	-13600.348896	8.672148	959.277961	23.094760	22.823758	25.517690	23.380953	23.015390	-2.909383	0.849868	0.978559	199100.340815	-0.189110	11.592380	-0.061891	0.000000	2.033680	-0.124439	-0.124456	14.075592	-0.014069	6.706088	1.803665	nan	0.534562	2.438214	4558.069440	-1204.482292	3227.688934	4291.770411	-957.770460
187.200000	7.756967	7.787630	1.089369	0.091650	3.053070	-14046.245921	-10939.789922	-2985.225269	-13178.479387	-13625.581934	8.674832	959.295909	23.090237	22.822620	25.522167	23.380048	23.014295	-2.909291	0.849346	0.979557	199099.264771	-0.189585	11.595528	-0.061552	0.000000	2.033188	-0.124446	-0.124450	14.075563	-0.013890	6.706616	1.803685	nan	0.534551	2.438664	4574.957346	-1204.482292	3227.759394	4306.683835	-957.770460
187.400000	7.756813	7.787220	1.088167	0.091250	3.031615	-14063.120240	-10940.946994	-2984.800594	-13201.902829	-13649.005376	8.677684	959.292371	23.090021	22.820034	25.517669	23.380513	23.008487	-2.909562	0.849552	0.980432	199083.534023	-0.188484	11.598394	-0.061471	0.000000	2.031310	-0.124445	-0.124447	14.075347	-0.013704	6.711784	1.803681	nan	0.534398	2.437297	4585.934937	-1204.482292	3228.819073	4321.522009	-957.770460
187.600000	7.755654	7.786685	1.086345	0.090796	3.012004	-14055.030911	-10942.088244	-2984.565848	-13197.789673	-13644.892220	8.680567	959.304787	23.096984	22.820955	25.507488	23.382698	23.001940	-2.909888	0.851105	0.980208	199064.572637	-0.187569	11.601146	-0.061875	0.000000	2.030812	-0.124444	-0.124453	14.075273	-0.013526	6.718579	1.803694	nan	0.534212	2.435252	4582.438020	-1204.482292	3230.099045	4320.382477	-957.770460
187.800000	7.754311	7.786367	1.088180	0.090764	3.005157	-14022.457704	-10943.038012	-2984.407875	-13166.395914	-13613.498460	8.683380	958.438778	23.104133	22.825382	25.505669	23.384378	22.997124	-2.910017	0.852966	0.979405	199075.076052	-0.186897	11.603983	-0.062460	0.000000	2.032470	-0.124443	-0.124453	14.067871	-0.013378	6.713925	1.802763	nan	0.534315	2.437411	4562.575071	-1204.482292	3229.400103	4301.216619	-957.770460
188.000000	7.753819	7.786273	1.092208	0.090949	3.015197	-13978.510021	-10944.455278	-2984.555678	-13131.296745	-13578.399292	8.685929	956.336605	23.103050	22.827026	25.516338	23.382709	22.994307	-2.909951	0.852065	0.978518	199093.152791	-0.186802	11.607391	-0.062548	0.000000	2.034845	-0.124443	-0.124448	14.050315	-0.013446	6.703090	1.800503	nan	0.534492	2.442028	4535.531728	-1204.482292	3228.188994	4279.358940	-957.770460
188.200000	7.753947	7.786281	1.096418	0.090946	3.036681	-13947.431234	-10944.539253	-2985.285376	-13108.762660	-13555.865207	8.688534	954.818241	23.094223	22.824499	25.527228	23.377898	22.999607	-2.909790	0.848818	0.978440	199077.040626	-0.187931	11.611344	-0.062178	0.000000	2.036195	-0.124446	-0.124450	14.037861	-0.013731	6.692209	1.798869	nan	0.534334	2.446855	4518.365239	-1204.482292	3229.284393	4267.198995	-957.770460
188.400000	7.754183	7.786204	1.101282	0.090738	3.055828	-13948.640788	-10943.889167	-2985.678093	-13106.138472	-13553.241019	8.691489	954.668142	23.086938	22.822088	25.530412	23.374410	23.009156	-2.909500	0.846431	0.979178	199051.004804	-0.188942	11.615165	-0.061911	0.000000	2.036226	-0.124447	-0.124454	14.036696	-0.013826	6.678975	1.798707	nan	0.534080	2.452510	4520.856965	-1204.482292	3231.058840	4267.429801	-957.770460
188.600000	7.754372	7.785674	1.105695	0.090241	3.063464	-13980.650046	-10943.669493	-2985.465921	-13125.167893	-13572.270439	8.694396	954.948752	23.086808	22.822369	25.527649	23.375241	23.008980	-2.909416	0.845961	0.979356	199039.835747	-0.189305	11.618662	-0.061642	0.000000	2.035768	-0.124447	-0.124453	14.038704	-0.013479	6.666501	1.799009	nan	0.533970	2.457686	4540.455888	-1204.482292	3231.833801	4279.398539	-957.770460
188.800000	7.754059	7.784879	1.107176	0.089509	3.061227	-14012.023420	-10942.693139	-2985.125819	-13150.348659	-13597.451206	8.696932	955.120684	23.089101	22.823027	25.525992	23.375895	23.000534	-2.909659	0.846662	0.979253	199035.337783	-0.189435	11.622265	-0.061457	0.000000	2.035141	-0.124452	-0.124449	14.039674	-0.013006	6.663221	1.799194	nan	0.533926	2.459430	4559.219104	-1204.482292	3232.145096	4294.522050	-957.770460
189.000000	7.753295	7.784402	1.103145	0.089326	3.056586	-13997.998657	-10942.576653	-2984.937512	-13149.177346	-13596.279893	8.699366	954.248981	23.087623	22.823272	25.526684	23.370305	22.995401	-2.909858	0.847498	0.978989	199033.702835	-0.188770	11.626339	-0.061804	0.000000	2.034452	-0.124456	-0.124446	14.032222	-0.012871	6.677987	1.798256	nan	0.533910	2.454716	4551.062753	-1204.482292	3232.237350	4293.925296	-957.770460
189.200000	7.752657	7.784182	1.094931	0.089812	3.047144	-13915.981867	-10944.081880	-2984.889233	-13096.877562	-13543.980109	8.702052	952.074707	23.080738	22.823154	25.528460	23.364231	22.999334	-2.909873	0.848325	0.978445	199037.432764	-0.188182	11.631044	-0.062074	0.000000	2.034429	-0.124460	-0.124447	14.014444	-0.013355	6.706778	1.795913	nan	0.533947	2.445108	4502.532088	-1204.482292	3231.948634	4262.872001	-957.770460
189.400000	7.752329	7.783880	1.089993	0.089010	3.029447	-13786.231091	-10944.073741	-2985.133566	-12998.448049	-13445.550596	8.704701	950.445423	23.073083	22.821586	25.531672	23.362920	23.012321	-2.909700	0.848667	0.978857	199043.120341	-0.188875	11.635829	-0.061812	0.000000	2.034913	-0.124461	-0.124446	14.001917	-0.014524	6.725277	1.794157	nan	0.534002	2.439315	4425.806064	-1204.482292	3231.540769	4204.564422	-957.770460
189.600000	7.752315	7.783417	1.094092	0.087164	3.014839	-13673.666978	-10942.078260	-2985.766999	-12897.605417	-13344.707964	8.707099	951.095768	23.069643	22.820548	25.534760	23.363922	23.024454	-2.909473	0.848508	0.979306	199030.602932	-0.190121	11.640158	-0.061518	0.000000	2.034639	-0.124451	-0.124442	14.008186	-0.015325	6.714340	1.794858	nan	0.533880	2.444077	4360.456961	-1204.482292	3232.400247	4146.104705	-957.770460
189.800000	7.752359	7.783000	1.102617	0.086937	3.017173	-13636.867654	-10940.545850	-2986.000560	-12844.590281	-13291.692828	8.709825	953.445896	23.070986	22.821460	25.535753	23.369971	23.025266	-2.909352	0.848931	0.979103	198993.111810	-0.190771	11.644646	-0.061582	0.000000	2.033260	-0.124444	-0.124442	14.027790	-0.015182	6.689359	1.797391	nan	0.533513	2.454025	4341.377624	-1204.482292	3234.965769	4117.484853	-957.770460
190.000000	7.752062	7.782736	1.107570	0.087957	3.035098	-13655.483777	-10940.799235	-2985.651614	-12841.332285	-13288.434831	8.712828	955.051867	23.076028	22.821782	25.531038	23.377591	23.018124	-2.909353	0.850029	0.979380	198967.373612	-0.190352	11.649689	-0.061809	0.000000	2.032176	-0.124447	-0.124446	14.041224	-0.015133	6.676205	1.799120	nan	0.533262	2.459848	4354.082093	-1204.482292	3236.728133	4117.330748	-957.770460
